codigo;marcaDeTiempo;mensaje;indicesFicherosModificados
x0vu4pzd;19901202033207;Another bug bites the dust;143,82,127,95,192,153
x6og0r8u;20131013202947;grmbl;195,182,156,81,10,17,94
s0wdcr16;20110619032055;I expected something different.;79,115
cjfilt6i;19961201133713;fix tpyo;154,131,147,100,134,50,2
v74z209u;20030427075451;ALL SORTS OF THINGS;51,55,48,118,199,198
2pej8fjc;20110724233235;I am sorry;132
78tcmzor;19970518115153;Temporary commit.;200,91,185,189
oiyq6qg3;19970727092852;syntax;82,170,53,58
blhsl6jd;19980104144422;needs more cow bell;21,66
vghsezaz;20071014062850;I would rather be playing SC2.;57,39
1c1mg0if;19960818201335;Update .gitignore;119,164,81,29
24c5zu6j;20090705150741;Batman! (this commit has no parents);156,1,194,155,57
jur7osgl;19941016060816;and so the crazy refactoring process sees the sunlight after some months in the dark!;44,31,115
xei6fh5f;20120422020037;Fixed errors;165,58
yoin2ds6;20041107150219;Add Sandbox;53,72,196,36,70,10
m4k3flje;20140615063640;de-misunderestimating;85,27,100,17,154
tvihtosm;19980215174747;I don't know what these changes are supposed to accomplish but somebody told me to make them.;92,77,99,180,116
ecduc1oo;19980301205604;I would rather be playing SC2.;123,177,83,64,194,59
0djfh4pp;19980315215802;woa!! this one was really HARD!;50,160,190,76
kir6d0qk;20020317171827;first blush;5,128,25,196,89,140
jn14b3b9;20070513004519;Same as last commit with changes;87,115,43,103,190,19
5c2odjbr;19981220200958;Too tired to write descriptive message;65,189,92,101,69
gav7lkhd;20150920071052;final commit.;63,54,121,95,170,16
vln0cr46;19930307173152;restored deleted entities just to be sure;64,49,161,120
6sfdgr7p;20011007222124;some brief changes;185,104,133,126,141
xj9bjnao;19951203191527;One does not simply merge into master;116,2,144,26,63,28
92ltb0w4;20100905014317;fixed some minor stuff, might need some additional work.;51
w5qeepya;20090607105739;yo recipes;4
cezwdx1s;19920405150311;You can't see it, but I'm making a very angry face right now;15,19
ur6e3xez;19941225002601;better ignores;52,43,73,86,43
e6wpaq0g;20100328112738;Obligatory placeholder commit message;95,64
kc3iw786;20151115043010;i think i fixed a bug...;186,165,134,51,196,71
n0sd2tpw;20090215233714;pep8 - cause I fell like doing a barrel roll;168,72,168,49,144,162
3nl5hr9n;20041212202149;Final commit, ready for tagging;86
gkw7nj7m;20060226052803;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;31
t05yxdki;20131027212736;For real, this time.;158,176,146
vai03rlf;19900624171153;added security.;108,135,7
19a5xg9y;20040815160521;Final commit, ready for tagging;32,6,102,136,78
ma6c69a5;19920503004047;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;40,145,59,159,180,117,48
pg4f3e59;19970330035644;For real, this time.;80,129,126,163,63,155
huc3n5pe;20110529235224;added security.;53
bh3gvj4g;20000723030826;Committed some changes;81,64
5ocs6luc;19980712025938;Do things better, faster, stronger;193
8hlcmpm0;20140608035348;pointless limitation;23,84,56
bnm8xzqd;19951119150128;Made it to compile...;26,174,194
r9ton7cx;19930110070226;For real, this time.;189,85,180,94
dstd3x6g;20090705071848;To those I leave behind, good luck!;102
s2i1p0jb;20040208223752;bugger;148,166,75,5,86,181,137
xjs9evqi;20080203093318;fix;155
1rk0yc01;20101205175009;It was the best of times, it was the worst of times;27,112
1aef1p18;20080810162749;My bad;48
whb8z442;19990919190420;This solves it.;9,128,108,136,83,68
bxkhiz59;20020609042205;Removed code.;162,35
bw4rulie;19941016151528;Another bug bites the dust;61
lccnhaic;20020210211201;grmbl;46,159,129,9,19,75,30
oinvbrcs;19980927171807;I expected something different.;76
uqfcfnwy;20010311023813;fix tpyo;84
jxrpbkxe;20111016023716;ALL SORTS OF THINGS;179,113
7pmjqo5q;19921206001236;I am sorry;110,7,15,65,23,60
wyhza785;20080914053007;Temporary commit.;185,140,117,118
fjsypyp3;20061224221504;syntax;159,53,62,6,57,195
tihb6csu;19941016054918;needs more cow bell;23,61,31
rfo2g5bl;19960609105716;I would rather be playing SC2.;174,107,12,156,58,186,108
m69nl79s;20040606061228;Update .gitignore;200,138,105,160,121,72,59
zeer7uoi;20061105124124;Batman! (this commit has no parents);178
l590n8wx;19930124180309;and so the crazy refactoring process sees the sunlight after some months in the dark!;191,103,131,6,39,163
r79t509j;20020421110720;Fixed errors;193,36,116,56,105
grkj30uh;19931226032658;Add Sandbox;52,163,97,102,117,94,3
0s1kcpaf;20100704083114;de-misunderestimating;85,112,111,7,71,120,149
c2085j0r;20070520035523;I don't know what these changes are supposed to accomplish but somebody told me to make them.;33,156,73,106
uodvp2cu;19961229011912;I would rather be playing SC2.;77,135,135,192,23
fluv8z9s;19900408183648;woa!! this one was really HARD!;161,181
3u3zj5o6;19931114191525;first blush;184,56,36,120,37,153
1tuzdc8b;19950924105351;Same as last commit with changes;68,166,199,195
tk8bsv75;20050508201032;Too tired to write descriptive message;109
3sl5ecyu;20061217081605;final commit.;107
mkegmrx1;20140302085912;restored deleted entities just to be sure;167,135,4,174,102
sir21lv5;20041205090456;some brief changes;138,4,20,152,156,52
t0x1onpx;19971221230651;One does not simply merge into master;41,136,70,196,44,37,200
dynos7hf;19930523043236;fixed some minor stuff, might need some additional work.;157,157,168,92,199,87
rngqclet;20100808172605;yo recipes;140,135
yq08r87d;20070204023147;You can't see it, but I'm making a very angry face right now;96,200
qix1wmyx;20030720220607;better ignores;113
slmweb56;20001029023123;Obligatory placeholder commit message;21,124,13,139
cpt0pdw5;20010603160631;i think i fixed a bug...;64,108,126,47
crdymt29;20141228212855;pep8 - cause I fell like doing a barrel roll;116,50
shw327v6;19920830142155;Final commit, ready for tagging;170,166,46,140,63,117,134
hxtj1sfs;20041226192654;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;183
amivnx70;19960324190627;For real, this time.;180,74,84,194,81,181
pvvqi3tp;19970427114732;added security.;133,61,150,97
taeoasi7;20040321145059;Committed some changes;54,59,171,82,32,35
mw2xt46p;19970608053845;Do things better, faster, stronger;195,121
a81r0iea;20051113153002;pointless limitation;147,198
emduu900;20020915035205;Made it to compile...;42,23,190,15
jdo1w9w5;20020825144445;For real, this time.;40,53,114,135,67,103
55dkcp8h;19961117054352;To those I leave behind, good luck!;114,35,48,84,131
xpvwahc2;20140309222113;bugger;5,112,78
jbqatd5i;20060430103200;fix;110,137,136,77,69
9weic8q5;20020825044528;It was the best of times, it was the worst of times;197,38,155,52,190
ydndk21e;19930620152538;My bad;195,152,100,184,166
s4k7vuwt;19920607222903;This solves it.;61,168,105,149,100,55,159
ubi0lhrw;20070722180148;Removed code.;115,30
2lqid1s1;20150906120230;Another bug bites the dust;10,17,41,142,121
tb05plyf;19971012175944;grmbl;150
1vkmu7iy;20061224090259;I expected something different.;120,171,152,108
rrj0sgk9;20130224180948;fix tpyo;7
wj2iolew;20040919220842;ALL SORTS OF THINGS;36,89,152,124
t65eddod;20081109131537;I am sorry;69,32
j9k6b16b;20130804180014; - Temporary commit.;66,144,172,41,83,32,67
nbe7c75g;19961006063035;syntax;39,187,46,75,154,101
uzwkiibg;19980315173013;needs more cow bell;85,137,97,168,65,185,67
zqsamsb8;19910407214309;I would rather be playing SC2.;54,16,146,197,160,4
osanh3kp;19980809135835;Update .gitignore;23,89,187
13odz78p;20141207025723;Batman! (this commit has no parents);187,90,164
kqxklggw;19920913160049;and so the crazy refactoring process sees the sunlight after some months in the dark!;103,11,72,155,111,23,101
pllfwcav;20060820044655;Fixed errors;87,102,5,128,181,169
yxapk0gp;19980802053033;Add Sandbox;2,109,53,95
l855yqbi;20030202203120;de-misunderestimating;94,16,36,67
4033mt7n;20020331010104;I don't know what these changes are supposed to accomplish but somebody told me to make them.;127,130
4btsutdq;19950813150501;I would rather be playing SC2.;182,103,62,139,177,163
ritcrznf;20030209180516;woa!! this one was really HARD!;92,7,123,42,101,149
n1rjj5jb;20010211101129;first blush;139,147,154,189,35,177,29
01l8zhhb;19901125214449;Same as last commit with changes;76,149,22,32,149,37,110
6utm2a1z;20100502225503;Too tired to write descriptive message;183,154,150,183,17
k6cjq3kf;19970824121640;final commit.;197
wbue1wrn;19951112040420;restored deleted entities just to be sure;61,27
x9e3dl71;19950312000045;some brief changes;97,95,172,138
gcm8olgv;20060604193120;One does not simply merge into master;130
9r4z9ktv;20081221202117;fixed some minor stuff, might need some additional work.;111,100
notc9eyb;19950820155003;yo recipes;167,167,178,14,24,155
0xk05cc0;20080907030234;You can't see it, but I'm making a very angry face right now;55,144
um91ogc4;20151227145512;better ignores;125,96,71
sajtq64w;20090607131015;Obligatory placeholder commit message;129,149,191,24,168
qtlerb76;19990829114622;i think i fixed a bug...;184,102,27,8,21,141
86g8smg4;20081026101248;pep8 - cause I fell like doing a barrel roll;87,142
6cvr39zk;20020310131353;Final commit, ready for tagging;159,76,126,36,23
6kazr863;20120108012524;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;195,13,200,146,83,139,89
33r4hqck;20101205035528;For real, this time.;162,25,149,109
naxqspz0;20060205202732;added security.;185,24,190,63,90,69
tg0hsbj6;20150301042613;Committed some changes;123,37,18,182
mimvv5e3;20131103023241;Do things better, faster, stronger;141,111,19
3713qjk2;20020526193139;pointless limitation;73
qor479yb;20070916054654;Made it to compile...;132,40,101,15,84,76
wzgv8oi2;20100711030849;For real, this time.;5,126,177,148,22
89lwplny;19981018022322;To those I leave behind, good luck!;169
9ynbn5tm;20140427014500;bugger;43,94
2nuxmimn;19930808074648;fix;3,11,7,113,51,132,145
q2di3ojm;20080406073402;It was the best of times, it was the worst of times;17,167,67
x2lwig54;19900930204202;My bad;191,108
h1zjuq89;20150419192136;This solves it.;17,173,100
z9c1wxb1;20110717153722;Removed code.;58
1lny62mh;20051120220734;Another bug bites the dust;110,59,190,169,43
cp6rnhvv;20050403065048;grmbl;77
xvxkym8r;20130210215305;I expected something different.;112,135
tzc1d08w;20020623184023;fix tpyo;36,187,142,178,82
uw31uqy2;20080120082819;ALL SORTS OF THINGS;60,185,64,103,67
430kapa1;20010701105707;I am sorry;176
eku0m7ul;19971228042913; - Temporary commit.;22,84,199,48,168
r04t9k9p;20000910042636;syntax;72
ir9f3t4m;20121230045730;needs more cow bell;13,112,66,29,103,85,168
axo1jzb9;20150419075931;I would rather be playing SC2.;23,133,106,136,158,28
ok47dbsa;20110710090105;Update .gitignore;17,78,173,5,95,179
h4m3r72j;19910728045451;Batman! (this commit has no parents);52,80,114,172,60
fllwc5eg;20090531105846;and so the crazy refactoring process sees the sunlight after some months in the dark!;129
3muhtre5;20000702224724;Fixed errors;149,186,78
x5fzg0ws;20040829163245;Add Sandbox;144,100,35
f0py7xh1;20010311163053;de-misunderestimating;176,191,104,54
323lnxjm;19990829072722;I don't know what these changes are supposed to accomplish but somebody told me to make them.;42,39,100,89,111,64
dkraagk3;19990502074025;I would rather be playing SC2.;66,6,169
6ehh730a;20150705135116;woa!! this one was really HARD!;4,63,65,167,197,165
f7jlrz09;20111225145758;first blush;164,96,162,44,187
qkk95ol4;20040530055502;Same as last commit with changes;158
40xx2o6w;20020609172513;Too tired to write descriptive message;81,104
2xyblu09;20040829000507;final commit.;63,173
o4ui1zk0;20080106161919;restored deleted entities just to be sure;103,137
bj2guw7g;20111009075649;some brief changes;107,183,38,14
ac3at33g;20070128133525;One does not simply merge into master;64,165,116,43,189
kct9043o;19920809165101;fixed some minor stuff, might need some additional work.;52
6bmvs3np;19900422073725;yo recipes;54,150,129,132
pku2cobi;20000820172909;You can't see it, but I'm making a very angry face right now;1,1,183,30,8
nn8jpdd8;19980405161322;better ignores;161,92,169,147,162,129,189
h8b1p9vz;20120318210047;Obligatory placeholder commit message;121,125,169
h92oanyz;20000102062939;i think i fixed a bug...;94,147,177,112,88
dqj3p1yu;19950219100028;pep8 - cause I fell like doing a barrel roll;176,15,106
dshozmva;20000924210710;Final commit, ready for tagging;93,177,156
5eqicyfx;20050529233704;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;152
5xsignuy;19970309172659;For real, this time.;97,123,192,51,188,143
m0v46wjo;19931128225535;added security.;100,92,144,192,157,173
nd3lsc0l;19970413074225;Committed some changes;93
4nxj9rrd;20150927052752;Do things better, faster, stronger;51,199,159,144
nvg5e3em;20050619020032;pointless limitation;140,134
cnjwu4m7;20051113010859;Made it to compile...;143,15,76,14,14,57
xf2a2rbu;20050814010507;For real, this time.;146
kwpa7t65;20130428120349;To those I leave behind, good luck!;119,56,68,49,133,29
boxtyfcd;20050417183846;bugger;164,17,154,152,193,73
pbyypiit;20011118144408;fix;8,97
yi9jz8dk;20071111042113;It was the best of times, it was the worst of times;193,169,15,14,23,107
9rx97p9s;20100627072627;My bad;74
5po4izxr;19980705084234;This solves it.;192,103,142,200
e8os3gzq;20100103101654;Removed code.;161,173,131
uyh69j1v;20101031162758;Another bug bites the dust;91,136,72,106
9rsqom6x;19950108093632;grmbl;54,185,153
hpms2e88;20090628001124;I expected something different.;52,192,175,1,186,79,134
p79ennop;19951231030822;fix tpyo;87,194,136,108
he670mnr;20000917201533;ALL SORTS OF THINGS;116
f1e37tu5;19981129075040;I am sorry;5,47,30,121,71
pc6nfknl;19980125033906;Temporary commit.;94
wba6sfm6;20111225153455;syntax;166
kr6yjes1;19901104164450;needs more cow bell;156,197,171,19
vfxmab5m;19970406185712;I would rather be playing SC2.;105,86,136
e1b2okc2;20060917105422;Update .gitignore;159,83,174,108,99
5ya1vgnn;20020421085354;Batman! (this commit has no parents);172,34,4,134,46
kv2ynp7n;20070513093630;and so the crazy refactoring process sees the sunlight after some months in the dark!;186,125,169,19
buzcrpf0;19931024204246;Fixed errors;151,121,191,47,17,28,177
sx16xdh3;19910728041000;Add Sandbox;145,16,24
ulgd0tdg;19920315114743;de-misunderestimating;23,185,65,135,61,99
oiutdjnx;20100822004450;I don't know what these changes are supposed to accomplish but somebody told me to make them.;9,134,196
adokcumg;19981101074620;I would rather be playing SC2.;157,168,12
lhp8v8vh;20071014103531;woa!! this one was really HARD!;16,89,103,115,33
q0e8gtir;20060226155146;first blush;144,26,124,187,71,136,132
pwtqm30k;20130203073802;Same as last commit with changes;14,97
e85vlisu;19990606224218;Too tired to write descriptive message;145,45,137,15
b5kncn0n;20131013210610;final commit.;72,145,193
s2t0ik66;20000319161454;restored deleted entities just to be sure;116,139,175,129,199,175,178
yigeq5ak;19941016121118;some brief changes;57,111,74
26w5vg47;19960225210903;One does not simply merge into master;137,98,22,154
pv1kndvt;20110703232925;fixed some minor stuff, might need some additional work.;177,83,187,116,91,120
xh2z7bhm;20081012080938;yo recipes;144,32,129,132,113,158
hf7q4jnh;19970330012256;You can't see it, but I'm making a very angry face right now;21
nfwxhut2;19901104055944;better ignores;158,154
ew7u5whs;20140914203038;Obligatory placeholder commit message;199
gqkyd6sg;19910127153652;i think i fixed a bug...;30,77,140,5,85,2,120
om3spv61;20031123093952;pep8 - cause I fell like doing a barrel roll;94,147,194
45u6s8lg;19941218051110;Final commit, ready for tagging;60,67,37,140,1,78
tsyri3x6;20080406205656;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;154,132,52
p6gvrv8u;20100221051601;For real, this time.;166,114
56ptbjad;20140803094925;added security.;131
vrln9cny;19991121094835;Final commit, ready for tagging;198,120,170
epqq5s27;20050626094853;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;88,122,130
